Log file open, 12/01/22 19:21:39
[2022.12.01-18.21.45:132][  0]LogMaterial: Display: Missing cached shadermap for WorldGridMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 273148A4CE17980E37BA384E5EA3FCC4708CD58D), compiling. Is special engine material.
[2022.12.01-18.21.46:872][  0]LogMaterial: Display: Missing cached shadermap for DefaultDeferredDecalMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 017975E0332039894602B3F81B0C93EA1ADA58F9), compiling. 
[2022.12.01-18.21.46:978][  0]LogTurnkeySupport: Completed device detection: Code = 0
[2022.12.01-18.21.47:103][  0]LogMaterial: Display: Missing cached shadermap for DefaultLightFunctionMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 7278229B3DF015FB6573AB1CC20A336CB9CA443E), compiling. 
[2022.12.01-18.23.44:452][  0]LogDerivedDataCache: C:/Users/ognis/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:03.163 and deleted 0 files with total size 0 MiB. Scanned 2446 files in 2426 folders with total size 32 MiB.
[2022.12.01-18.27.38:808][  0]LogMaterial: Display: Missing cached shadermap for DefaultPostProcessMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: AE529176DAD5F3C6957AF7B9B1AF1BD08BA06B14), compiling. 
[2022.12.01-18.27.38:834][  0]LogTurnkeySupport: Turnkey Device: Win64@DESKTOP-9O5I8Q6: (Name=DESKTOP-9O5I8Q6, Type=Computer, Status=Valid, , Flags="Device_InstallSoftwareValid")
[2022.12.01-18.27.40:623][  0]LogMeshReduction: Using QuadricMeshReduction for automatic static mesh reduction
[2022.12.01-18.27.40:623][  0]LogMeshReduction: Using SimplygonMeshReduction for automatic skeletal mesh reduction
[2022.12.01-18.27.40:623][  0]LogMeshReduction: Using ProxyLODMeshReduction for automatic mesh merging
[2022.12.01-18.27.40:623][  0]LogMeshReduction: No distributed automatic mesh merging module available
[2022.12.01-18.27.40:623][  0]LogMeshMerging: No distributed automatic mesh merging module available
[2022.12.01-18.27.40:789][  0]LogNetVersion: MyProject 1.0.0, NetCL: 23058290, EngineNetVer: 30, GameNetVer: 0 (Checksum: 2950434973)
[2022.12.01-18.27.41:274][  0]LogUObjectArray: 20936 objects as part of root set at end of initial load.
[2022.12.01-18.27.41:274][  0]LogUObjectAllocator: 5786168 out of 0 bytes used by permanent object pool.
[2022.12.01-18.27.41:274][  0]LogUObjectArray: CloseDisregardForGC: 0/0 objects in disregard for GC pool
[2022.12.01-18.27.41:317][  0]LogSlate: Border
[2022.12.01-18.27.41:317][  0]LogSlate: BreadcrumbButton
[2022.12.01-18.27.41:317][  0]LogSlate: Brushes.Title
[2022.12.01-18.27.41:317][  0]LogSlate: Default
[2022.12.01-18.27.41:317][  0]LogSlate: Icons.Save
[2022.12.01-18.27.41:317][  0]LogSlate: Icons.Toolbar.Settings
[2022.12.01-18.27.41:317][  0]LogSlate: ListView
[2022.12.01-18.27.41:317][  0]LogSlate: SoftwareCursor_CardinalCross
[2022.12.01-18.27.41:317][  0]LogSlate: SoftwareCursor_Grab
[2022.12.01-18.27.41:317][  0]LogSlate: TableView.DarkRow
[2022.12.01-18.27.41:317][  0]LogSlate: TableView.Row
[2022.12.01-18.27.41:317][  0]LogSlate: TreeView
[2022.12.01-18.27.41:847][  0]LogPython: Using Python 3.9.7
[2022.12.01-18.27.42:595][  0]LogTcpMessaging: Initializing TcpMessaging bridge
[2022.12.01-18.27.42:600][  0]LogUdpMessaging: Initializing bridge on interface 0.0.0.0:0 to multicast group 230.0.0.1:6666.
[2022.12.01-18.27.42:603][  0]LogUdpMessaging: Display: Added local interface '192.168.0.12' to multicast group '230.0.0.1:6666'
[2022.12.01-18.27.42:830][  0]LogAudio: Display: Registering Engine Module Parameter Interfaces...
[2022.12.01-18.27.42:856][  0]LogMetasoundEngine: MetaSound Engine Initialized
[2022.12.01-18.27.43:011][  0]LogNiagaraDebuggerClient: Niagara Debugger Client Initialized | Session: EC282BAA477E465AD6FBBA909F66280D | Instance: DF91084F44CBE9FF59C562853E5F68B2 (DESKTOP-9O5I8Q6-22460).
[2022.12.01-18.27.43:547][  0]LogOpenImageDenoise: OIDN starting up
[2022.12.01-18.27.43:656][  0]SourceControl: Source control is disabled
[2022.12.01-18.27.43:669][  0]SourceControl: Source control is disabled
[2022.12.01-18.27.43:672][  0]SourceControl: Source control is disabled
[2022.12.01-18.27.43:680][  0]LogUProjectInfo: Found projects:
[2022.12.01-18.27.43:706][  0]LogAndroidPermission: UAndroidPermissionCallbackProxy::GetInstance
[2022.12.01-18.27.43:734][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2022.12.01-18.27.43:734][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2022.12.01-18.27.44:149][  0]LogCollectionManager: Loaded 0 collections in 0.002522 seconds
[2022.12.01-18.27.44:151][  0]LogFileCache: Scanning file cache for directory 'D:/PBGameJam/MyProject/Saved/Collections/' took 0.00s
[2022.12.01-18.27.44:153][  0]LogFileCache: Scanning file cache for directory 'D:/PBGameJam/MyProject/Content/Developers/ognis/Collections/' took 0.00s
[2022.12.01-18.27.44:183][  0]LogFileCache: Scanning file cache for directory 'D:/PBGameJam/MyProject/Content/Collections/' took 0.00s
[2022.12.01-18.27.44:617][  0]LogEngine: Initializing Engine...
[2022.12.01-18.27.44:632][  0]LogStylusInput: Initializing StylusInput subsystem.
[2022.12.01-18.27.44:657][  0]LogStats: UGameplayTagsManager::InitializeManager -  0.000 s
[2022.12.01-18.27.44:660][  0]LogMaterial: Display: Missing cached shadermap for WireframeMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 8926245CA3165D43D603BDF4F4E6973561F8A3E5), compiling. Is special engine material.
[2022.12.01-18.27.44:664][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 7DDC8655DBE05F0390A1AEF0640DB4B4AC72E4B4), compiling. Is special engine material.
[2022.12.01-18.27.44:668][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationUnlitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 73494A7DB84770E310F3ED8D4B9AF22AD17465ED), compiling. Is special engine material.
[2022.12.01-18.27.44:673][  0]LogMaterial: Display: Missing cached shadermap for MAT_LevelColorationLitLightmapUV in PCD3D_SM6, Default, SM6 (DDC key hash: 064EC68D5BD8117F6D744CD7CAABC1D1A8A23750), compiling. Is special engine material.
[2022.12.01-18.27.44:677][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: D120C1EA2A607B527DC78DAB4AD9EF1CC3406338), compiling. Is special engine material.
[2022.12.01-18.27.44:680][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationUnlitMateri in PCD3D_SM6, Default, SM6 (DDC key hash: 6C58EB20AF8F835877F3C270520754245EB965D4), compiling. Is special engine material.
[2022.12.01-18.27.44:794][  0]LogInit: Initializing FReadOnlyCVARCache
[2022.12.01-18.27.44:814][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.01-18.27.44:843][  0]LogAIModule: Creating AISystem for world Untitled
[2022.12.01-18.27.44:844][  0]LogNetVersion: Set ProjectVersion to 1.0.0.0. Version Checksum will be recalculated on next use.
[2022.12.01-18.27.44:844][  0]LogInit: Texture streaming: Enabled
[2022.12.01-18.27.44:873][  0]LogAnalytics: Display: [UEEditor.Rocket.Release] APIServer = https://datarouter.ol.epicgames.com/. AppVersion = 5.1.0-23058290+++UE5+Release-5.1
[2022.12.01-18.27.44:884][  0]LogAudio: Display: Initializing Audio Device Manager...
[2022.12.01-18.27.44:907][  0]LogAudio: Display: Loading Default Audio Settings Objects...
[2022.12.01-18.27.44:908][  0]LogAudio: Display: No default SoundConcurrencyObject specified (or failed to load).
[2022.12.01-18.27.44:911][  0]LogAudio: Display: AudioInfo: 'BINKA' Registered
[2022.12.01-18.27.44:912][  0]LogAudio: Display: AudioInfo: 'PCM' Registered
[2022.12.01-18.27.44:912][  0]LogAudio: Display: AudioInfo: 'ADPCM' Registered
[2022.12.01-18.27.44:912][  0]LogAudio: Display: AudioInfo: 'OGG' Registered
[2022.12.01-18.27.44:912][  0]LogAudio: Display: AudioInfo: 'OPUS' Registered
[2022.12.01-18.27.44:913][  0]LogAudio: Display: Audio Device Manager Initialized
[2022.12.01-18.27.44:913][  0]LogAudio: Display: Creating Audio Device:                 Id: 1, Scope: Shared, Realtime: True
[2022.12.01-18.27.44:913][  0]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2022.12.01-18.27.44:913][  0]LogAudioMixer: Display: 	Sample Rate:						  48000
[2022.12.01-18.27.44:913][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2022.12.01-18.27.44:913][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.01-18.27.44:913][  0]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2022.12.01-18.27.44:913][  0]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2022.12.01-18.27.44:913][  0]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2022.12.01-18.27.44:913][  0]LogAudio: Display: AudioDevice MaxSources: 32
[2022.12.01-18.27.44:913][  0]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2022.12.01-18.27.44:913][  0]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2022.12.01-18.27.44:913][  0]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2022.12.01-18.27.44:924][  0]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2022.12.01-18.27.44:955][  0]LogAudioMixer: Display: Using Audio Hardware Device Słuchawki (Realtek(R) Audio)
[2022.12.01-18.27.44:956][  0]LogAudioMixer: Display: Initializing Sound Submixes...
[2022.12.01-18.27.44:959][  0]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2022.12.01-18.27.44:959][  0]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2022.12.01-18.27.44:960][  0]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=1
[2022.12.01-18.27.44:960][  0]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2022.12.01-18.27.44:961][  0]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2022.12.01-18.27.44:961][  0]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=1
[2022.12.01-18.27.44:961][  0]LogInit: FAudioDevice initialized.
[2022.12.01-18.27.44:962][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled'.
[2022.12.01-18.27.44:984][  0]LogCsvProfiler: Display: Metadata set : largeworldcoordinates="1"
[2022.12.01-18.27.44:992][  0]LogLiveCoding: Display: Starting LiveCoding
[2022.12.01-18.27.44:992][  0]LogLiveCoding: Display: LiveCodingConsole Arguments: UnrealEditor Win64 Development
[2022.12.01-18.27.44:994][  0]LogLiveCoding: Display: First instance in process group "UE_MyProject_0xa31ecf66", spawning console
[2022.12.01-18.27.45:002][  0]LogLiveCoding: Display: Waiting for server
[2022.12.01-18.27.45:640][  0]LogLiveCoding: Display: Successfully initialized, removing startup thread
[2022.12.01-18.27.45:677][  0]LogInit: Transaction tracking system initialized
[2022.12.01-18.27.45:718][  0]LogSourceControl: Display: Uncontrolled Changelist persistency file loaded D:/PBGameJam/MyProject/Saved/SourceControl/UncontrolledChangelists.json
[2022.12.01-18.27.45:718][  0]LogSourceControl: Uncontrolled asset enumeration started...
[2022.12.01-18.27.45:726][  0]LogSourceControl: Uncontrolled asset enumeration finished in 0.008703 seconds (Found 115 uncontrolled assets)
[2022.12.01-18.27.45:770][  0]BlueprintLog: New page: Editor Load
[2022.12.01-18.27.45:964][  0]LocalizationService: Localization service is disabled
[2022.12.01-18.27.46:009][  0]TimingProfiler: Initialize
[2022.12.01-18.27.46:009][  0]TimingProfiler: OnSessionChanged
[2022.12.01-18.27.46:009][  0]LoadingProfiler: Initialize
[2022.12.01-18.27.46:009][  0]LoadingProfiler: OnSessionChanged
[2022.12.01-18.27.46:009][  0]NetworkingProfiler: Initialize
[2022.12.01-18.27.46:009][  0]NetworkingProfiler: OnSessionChanged
[2022.12.01-18.27.46:009][  0]MemoryProfiler: Initialize
[2022.12.01-18.27.46:009][  0]MemoryProfiler: OnSessionChanged
[2022.12.01-18.27.46:358][  0]LogFileCache: Scanning file cache for directory 'D:/PBGameJam/MyProject/Content/' took 0.01s
[2022.12.01-18.27.46:481][  0]LogEditorDomain: Display: Class /Script/AnimationData.AnimationSequencerDataModel is imported by a package but does not exist in memory. EditorDomain keys for packages using it will be invalid if it still exists.
	To clear this message, resave packages that use the deleted class, or load its module earlier than the packages that use it are referenced.
[2022.12.01-18.27.46:624][  0]LogLevelSequenceEditor: LevelSequenceEditor subsystem initialized.
[2022.12.01-18.27.46:788][  0]LogInit: Display: Engine is initialized. Leaving FEngineLoop::Init()
[2022.12.01-18.27.46:790][  0]SourceControl: Source control is disabled
[2022.12.01-18.27.46:790][  0]LogUnrealEdMisc: Loading editor; pre map load, took 367.498
[2022.12.01-18.27.46:790][  0]Cmd: MAP LOAD FILE="D:/PBGameJam/MyProject/Content/ThirdPerson/Maps/ThirdPersonMap.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=4
[2022.12.01-18.27.46:791][  0]LightingResults: New page: Lighting Build
[2022.12.01-18.27.46:796][  0]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2022.12.01-18.27.46:797][  0]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.01-18.27.46:797][  0]MapCheck: New page: Map Check
[2022.12.01-18.27.46:797][  0]LightingResults: New page: Lighting Build
[2022.12.01-18.27.46:803][  0]LogAudio: Display: Audio Device unregistered from world 'None'.
[2022.12.01-18.27.46:807][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.99ms
[2022.12.01-18.27.47:423][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'ThirdPersonMap'.
[2022.12.01-18.27.47:423][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.01-18.27.47:423][  0]LogAIModule: Creating AISystem for world ThirdPersonMap
[2022.12.01-18.27.47:425][  0]LogWorldPartition: ULevel::OnLevelLoaded(ThirdPersonMap)(bIsOwningWorldGameWorld=0, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2022.12.01-18.27.47:425][  0]LogWorldPartition: Display: WorldPartition initialize started...
[2022.12.01-18.27.47:425][  0]LogWorldPartition: UWorldPartition::Initialize(Asset=ThirdPersonMap, IsEditor=1, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2022.12.01-18.27.47:804][  0]LogContentBundle: [Container: ThirdPersonMap] Creating new contrainer.
[2022.12.01-18.27.47:805][  0]LogWorldPartition: Display: WorldPartition initialize took 379 ms
[2022.12.01-18.27.47:812][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2022.12.01-18.27.47:820][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.58ms
[2022.12.01-18.27.47:820][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2022.12.01-18.27.47:821][  0]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 0,284ms to complete.
[2022.12.01-18.27.47:821][  0]LogFileHelpers: Loading map 'ThirdPersonMap' took 1.031
[2022.12.01-18.27.47:837][  0]LogUnrealEdMisc: Total Editor Startup Time, took 368.545
[2022.12.01-18.27.47:837][  0]LogShaderCompilers: Display: ================================================
[2022.12.01-18.27.47:837][  0]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2022.12.01-18.27.47:837][  0]LogShaderCompilers: Display: Total job queries 3544, among them cache hits 0 (0.00%)
[2022.12.01-18.27.47:837][  0]LogShaderCompilers: Display: Tracking 3544 distinct input hashes that result in 2524 distinct outputs (71.22%)
[2022.12.01-18.27.47:837][  0]LogShaderCompilers: Display: RAM used: 24.43 MB (0.02 GB) of 819.20 MB (0.80 GB) budget. Usage: 2.98%
[2022.12.01-18.27.47:837][  0]LogShaderCompilers: Display: === Shader Compilation stats ===
[2022.12.01-18.27.47:837][  0]LogShaderCompilers: Display: Shaders Compiled: 3544
[2022.12.01-18.27.47:837][  0]LogShaderCompilers: Display: Jobs assigned 3544, completed 3544 (100.00%)
[2022.12.01-18.27.47:837][  0]LogShaderCompilers: Display: Average time worker was idle: 0.03 s
[2022.12.01-18.27.47:837][  0]LogShaderCompilers: Display: Time job spent in pending queue: average 173.02 s, longest 351.94 s
[2022.12.01-18.27.47:837][  0]LogShaderCompilers: Display: Job execution time: average 8.71 s, max 37.06 s
[2022.12.01-18.27.47:837][  0]LogShaderCompilers: Display: Job life time (pending + execution): average 181.73 s, max 354.17
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 355.91 s
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display: Jobs were issued in 375 batches (only local compilation was used), average 9.45 jobs/batch
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display: Average processing rate: 9.96 jobs/sec
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display: Total thread time: 3089.27 s
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display: Total thread preprocess time: 149.02 s
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display: Percentage time preprocessing: 4.82%
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display: Effective parallelization: 8.68 (times faster than compiling all shaders on one thread). Compare with number of workers: 9
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display: Top 5 most expensive shader types by average time:
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display:                                   FSSDTemporalAccumulationCS (compiled   10 times, average 8.85 sec, max 10.32 sec, min 6.13 sec)
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display:                                          FClusteredShadingPS (compiled    4 times, average 7.86 sec, max 13.01 sec, min 3.20 sec)
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display:                                    FSSDSpatialAccumulationCS (compiled   33 times, average 3.02 sec, max 5.73 sec, min 2.04 sec)
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display:                                             FDeferredLightPS (compiled  150 times, average 2.64 sec, max 5.59 sec, min 2.18 sec)
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display:                                    FShadingFurnaceTestPassPS (compiled    1 times, average 2.33 sec, max 2.33 sec, min 2.33 sec)
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display: Top 5 shader types by total compile time:
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display:                                             FDeferredLightPS - 12.83% of total time (compiled  150 times, average 2.64 sec, max 5.59 sec, min 2.18 sec)
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display:                                  FScreenProbeTraceMeshSDFsCS - 4.10% of total time (compiled   96 times, average 1.32 sec, max 2.16 sec, min 0.50 sec)
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display:                                      FScreenProbeIntegrateCS - 4.03% of total time (compiled  128 times, average 0.97 sec, max 2.67 sec, min 0.72 sec)
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display:                      FRenderSingleScatteringWithPreshadingCS - 3.93% of total time (compiled  128 times, average 0.95 sec, max 1.62 sec, min 0.55 sec)
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display:                              FVolumetricFogLightScatteringCS - 3.69% of total time (compiled  128 times, average 0.89 sec, max 1.24 sec, min 0.66 sec)
[2022.12.01-18.27.47:838][  0]LogShaderCompilers: Display: ================================================
[2022.12.01-18.27.48:052][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.01-18.27.48:062][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.01-18.27.48:068][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.01-18.27.48:074][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.01-18.27.48:286][  0]LogPakFile: Display: Mounted Pak file 'C:/UnrelEngine/UE_5.1/FeaturePacks/StarterContent.upack', mount point: 'root:/'
[2022.12.01-18.27.48:296][  0]LogPakFile: Display: Mounted Pak file 'C:/UnrelEngine/UE_5.1/FeaturePacks/TP_FirstPerson.upack', mount point: 'root:/'
[2022.12.01-18.27.48:303][  0]LogPakFile: Display: Mounted Pak file 'C:/UnrelEngine/UE_5.1/FeaturePacks/TP_FirstPersonBP.upack', mount point: 'root:/'
[2022.12.01-18.27.48:312][  0]LogPakFile: Display: Mounted Pak file 'C:/UnrelEngine/UE_5.1/FeaturePacks/TP_HandheldARBP.upack', mount point: 'root:/'
[2022.12.01-18.27.48:321][  0]LogPakFile: Display: Mounted Pak file 'C:/UnrelEngine/UE_5.1/FeaturePacks/TP_ThirdPerson.upack', mount point: 'root:/'
[2022.12.01-18.27.48:329][  0]LogPakFile: Display: Mounted Pak file 'C:/UnrelEngine/UE_5.1/FeaturePacks/TP_ThirdPersonBP.upack', mount point: 'root:/'
[2022.12.01-18.27.48:335][  0]LogPakFile: Display: Mounted Pak file 'C:/UnrelEngine/UE_5.1/FeaturePacks/TP_TopDown.upack', mount point: 'root:/'
[2022.12.01-18.27.48:342][  0]LogPakFile: Display: Mounted Pak file 'C:/UnrelEngine/UE_5.1/FeaturePacks/TP_TopDownBP.upack', mount point: 'root:/'
[2022.12.01-18.27.48:350][  0]LogPakFile: Display: Mounted Pak file 'C:/UnrelEngine/UE_5.1/FeaturePacks/TP_VehicleAdvBP.upack', mount point: 'root:/'
[2022.12.01-18.27.48:357][  0]LogPakFile: Display: Mounted Pak file 'C:/UnrelEngine/UE_5.1/FeaturePacks/TP_VirtualRealityBP.upack', mount point: 'root:/'
[2022.12.01-18.27.48:855][  0]LogSlate: Took 0.001197 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2022.12.01-18.27.48:868][  0]LogSlate: Took 0.005724 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Italic.ttf' (157K)
[2022.12.01-18.27.48:877][  0]LogSlate: Took 0.006806 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansMono.ttf' (77K)
[2022.12.01-18.27.48:898][  0]LogViewport: Scene viewport resized to 1523x858, mode Windowed.
[2022.12.01-18.27.49:656][  0]LogStall: Startup...
[2022.12.01-18.27.49:659][  0]LogStall: Startup complete.
[2022.12.01-18.27.49:676][  0]LogLoad: (Engine Initialization) Total time: 370.38 seconds
[2022.12.01-18.27.49:676][  0]LogLoad: (Engine Initialization) Total Blueprint compile time: 0.00 seconds
[2022.12.01-18.27.49:794][  0]LogAssetRegistry: Asset discovery search completed in 365.7791 seconds
[2022.12.01-18.27.49:804][  0]LogCollectionManager: Fixed up redirectors for 0 collections in 0.000007 seconds (updated 0 objects)
[2022.12.01-18.27.49:820][  0]LogContentStreaming: Texture pool size now 1000 MB
[2022.12.01-18.27.50:281][  5]LogSlate: Warning: Slate: Had to block on waiting for a draw buffer
[2022.12.01-18.27.50:282][  6]LogRendererCore: Warning: Query 'Unaccounted' not ready.
[2022.12.01-18.27.50:287][  7]LogRendererCore: Warning: Query 'Unaccounted' not ready.
[2022.12.01-18.27.50:308][  8]LogRendererCore: Warning: Query 'Unaccounted' not ready.
[2022.12.01-18.27.52:948][117]LogSlate: Took 0.000852 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Bold.ttf' (160K)
[2022.12.01-18.28.09:014][763]LogSlate: Took 0.004712 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Light.ttf' (167K)
[2022.12.01-18.28.20:912][279]LogContentBrowser: Deferred new asset folder creation: NewFolder
[2022.12.01-18.28.20:935][279]LogContentBrowser: Creating deferred item: NewFolder
[2022.12.01-18.28.20:943][280]LogContentBrowser: Renaming the item being created (Deferred Item: NewFolder).
[2022.12.01-18.28.28:463][629]LogContentBrowser: Attempting asset rename: NewFolder -> Sceens
[2022.12.01-18.28.28:464][629]LogContentBrowser: End creating deferred item NewFolder
[2022.12.01-18.28.55:261][774]LogContentBrowser: Deferred new asset folder creation: NewFolder
[2022.12.01-18.28.55:274][774]LogContentBrowser: Creating deferred item: NewFolder
[2022.12.01-18.28.55:282][775]LogContentBrowser: Renaming the item being created (Deferred Item: NewFolder).
[2022.12.01-18.29.01:305][ 51]LogContentBrowser: Attempting asset rename: NewFolder -> Blouprints
[2022.12.01-18.29.01:306][ 51]LogContentBrowser: End creating deferred item NewFolder
[2022.12.01-18.29.12:509][579]LogSlate: Window 'Color Picker' being destroyed
[2022.12.01-18.29.15:685][732]LogSlateStyle: Warning: Missing Resource from 'CoreStyle' Style: 'Unable to find Brush 'ContentBrowser.ListViewFolderIcon.Base'.'
[2022.12.01-18.29.15:686][732]LogSlateStyle: Warning: Missing Resource from 'CoreStyle' Style: 'Unable to find Brush 'ContentBrowser.ListViewFolderIcon.Mask'.'
[2022.12.01-18.29.25:810][201]LogContentBrowser: Deferred new asset folder creation: NewFolder
[2022.12.01-18.29.25:824][201]LogContentBrowser: Creating deferred item: NewFolder
[2022.12.01-18.29.25:832][202]LogContentBrowser: Renaming the item being created (Deferred Item: NewFolder).
[2022.12.01-18.29.31:600][471]LogContentBrowser: Attempting asset rename: NewFolder -> Graphic
[2022.12.01-18.29.31:601][471]LogContentBrowser: End creating deferred item NewFolder
[2022.12.01-18.29.36:099][673]LogContentBrowser: Deferred new asset folder creation: NewFolder
[2022.12.01-18.29.36:111][673]LogContentBrowser: Creating deferred item: NewFolder
[2022.12.01-18.29.36:146][675]LogContentBrowser: Renaming the item being created (Deferred Item: NewFolder).
[2022.12.01-18.29.39:149][816]LogContentBrowser: Attempting asset rename: NewFolder -> Models
[2022.12.01-18.29.39:168][816]LogContentBrowser: End creating deferred item NewFolder
[2022.12.01-18.29.40:986][890]LogContentBrowser: Deferred new asset folder creation: NewFolder
[2022.12.01-18.29.40:997][890]LogContentBrowser: Creating deferred item: NewFolder
[2022.12.01-18.29.41:005][891]LogContentBrowser: Renaming the item being created (Deferred Item: NewFolder).
[2022.12.01-18.29.44:923][ 75]LogContentBrowser: Attempting asset rename: NewFolder -> Materials
[2022.12.01-18.29.44:923][ 75]LogContentBrowser: End creating deferred item NewFolder
[2022.12.01-18.29.46:373][136]LogContentBrowser: Deferred new asset folder creation: NewFolder
[2022.12.01-18.29.46:384][136]LogContentBrowser: Creating deferred item: NewFolder
[2022.12.01-18.29.46:393][137]LogContentBrowser: Renaming the item being created (Deferred Item: NewFolder).
[2022.12.01-18.29.49:604][288]LogContentBrowser: Attempting asset rename: NewFolder -> Textures
[2022.12.01-18.29.49:605][288]LogContentBrowser: End creating deferred item NewFolder
[2022.12.01-18.30.18:147][617]LogContentBrowser: Deferred new asset file creation: NewWorld
[2022.12.01-18.30.18:154][617]LogContentBrowser: Creating deferred item: NewWorld
[2022.12.01-18.30.18:205][619]LogContentBrowser: Renaming the item being created (Deferred Item: NewWorld).
[2022.12.01-18.30.27:056][ 35]LogContentBrowser: Attempting asset rename: NewWorld -> Piotr
[2022.12.01-18.30.27:057][ 35]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
